title,date,text,page_url
Diageo rejette l’hypothèse d’une vente de Guinness et de ses parts dans Moët Hennessy,28/01/2025,"Sur le marché mondial des boissons, Diageo règne en maître sur le segment des spiritueux. La compagnie britannique a été récemment au cœur de plusieurs rumeurs concernant une potentielle cession de certaines de ses activités. 
La cession de Guinness et des 34 % de participation de Diageo dans Moët Hennessy, la division Vins et spiritueux de luxe du groupe français LVMH n’est pas... (lien) 
28/01/2025 - Diageo rejette l’hypothèse d’une vente de Guinness et de ses parts dans Moët Hennessy",https://www.agenceecofin.com//a-la-une/recherche-article/articles?submit_x=0&submit_y=0&filterTousLesFils=Tous&filterCategories=Sous-rubrique&filterFrench=French&userSearch=1&testlimitstart=7
Amont pétrogazier africain : 50% des investissements en Afrique de l’Ouest d’ici 2030 (rapport),28/01/2025,"Malgré la baisse de l’intérêt des bailleurs de fonds internationaux pour le financement des projets pétroliers et gaziers, les activités en amont du secteur en Afrique feront preuve de résilience d’ici la fin de la décennie en cours. 
L’Afrique de l’Ouest devrait accaparer plus de 50% du total des dépenses d'investissement dans les activités pétrolières et gazières en... (lien) 
28/01/2025 - Amont pétrogazier africain : 50% des investissements en Afrique de l’Ouest d’ici 2030 (rapport)",https://www.agenceecofin.com//a-la-une/recherche-article/articles?submit_x=0&submit_y=0&filterTousLesFils=Tous&filterCategories=Sous-rubrique&filterFrench=French&userSearch=1&testlimitstart=7
Numérique : la Guinée envisage un projet de satellite avec un groupe chinois,28/01/2025,"La conquête des télécommunications spatiales commence à prendre forme sur le continent africain, où de plus en plus de pays explorent les technologies satellitaires. Ces initiatives visent à renforcer la connectivité, l’indépendance technologique et la gestion durable des ressources.
La Guinée se rapproche d’un projet ambitieux visant à renforcer sa souveraineté numérique et ses... (lien) 
28/01/2025 - Numérique : la Guinée envisage un projet de satellite avec un groupe chinois",https://www.agenceecofin.com//a-la-une/recherche-article/articles?submit_x=0&submit_y=0&filterTousLesFils=Tous&filterCategories=Sous-rubrique&filterFrench=French&userSearch=1&testlimitstart=7
MOPO obtient un financement de 7 millions $ pour étendre l'accès à l'énergie en RDC,28/01/2025,"MOPO s’appuie généralement sur un réseau d’agents locaux pour louer à court terme des batteries chargées à l’énergie solaire aux ménages et petites entreprises. Une démarche particulièrement efficace dans les zones rurales et reculées, le plus souvent coupées du réseau électrique.
MOPO (Mobile power), société spécialisée dans les solutions énergétiques durables, va... (lien) 
28/01/2025 - MOPO obtient un financement de 7 millions $ pour étendre l'accès à l'énergie en RDC",https://www.agenceecofin.com//a-la-une/recherche-article/articles?submit_x=0&submit_y=0&filterTousLesFils=Tous&filterCategories=Sous-rubrique&filterFrench=French&userSearch=1&testlimitstart=7
Les exportations d’or artisanal de la RDC ont baissé de 71 % à fin septembre 2024,27/01/2025,"A la mi-2024, Primera Gold a momentanément suspendu ses activités au Sud-Kivu, principale région de production d’or de la RDC. Or, cette coentreprise gérée par un groupe émirati avait permis d’exporter plus de 5 tonnes d’or en 2023.
La RDC a exporté 1,08 tonne d’or artisanal entre janvier et septembre 2024. Cela représente une baisse de 71 % en glissement annuel, a constaté... (lien) 
27/01/2025 - Les exportations d’or artisanal de la RDC ont baissé de 71 % à fin septembre 2024",https://www.agenceecofin.com//a-la-une/recherche-article/articles?submit_x=0&submit_y=0&filterTousLesFils=Tous&filterCategories=Sous-rubrique&filterFrench=French&userSearch=1&testlimitstart=14
Ethiopie : Phoenix Group mise sur le renouvelable pour révolutionner le minage de Bitcoin,27/01/2025,"Dans un monde de plus en plus sensibilisé à l’urgence climatique, le Bitcoin, souvent associé à une consommation énergétique massive, se trouve à un tournant décisif. Ce réseau décentralisé est en train de se réinventer grâce aux énergies renouvelables.  
La société émiratie Phoenix Group spécialisée dans le minage de Bitcoin, a acquis un projet d’énergies... (lien) 
27/01/2025 - Ethiopie : Phoenix Group mise sur le renouvelable pour révolutionner le minage de Bitcoin",https://www.agenceecofin.com//a-la-une/recherche-article/articles?submit_x=0&submit_y=0&filterTousLesFils=Tous&filterCategories=Sous-rubrique&filterFrench=French&userSearch=1&testlimitstart=14
Le Ghana s’engage à lutter contre les dépenses « inutiles »,27/01/2025,"L’économie ghanéenne est confrontée à une inflation persistante, un taux de chômage de 3,1% en 2023 et une dette publique qui fait l’objet d’une restructuration.
Le ministre des Finances du Ghana, Cassiel Ato Baah Forson (photo), a annoncé une « guerre contre les dépenses inutiles » pour stimuler la croissance économique. Lors de son discours inaugural à l’endroit du... (lien) 
27/01/2025 - Le Ghana s’engage à lutter contre les dépenses « inutiles »",https://www.agenceecofin.com//a-la-une/recherche-article/articles?submit_x=0&submit_y=0&filterTousLesFils=Tous&filterCategories=Sous-rubrique&filterFrench=French&userSearch=1&testlimitstart=14
"Maroc : hausse de 8,7% des recettes ordinaires à fin décembre 2024",27/01/2025,"Le Maroc a mis en place plusieurs réformes fiscales pour moderniser son système fiscal et favoriser une croissance économique inclusive et durable. En 2023, les recettes fiscales du royaume étaient de 27,5 milliards $.
Le Maroc a enregistré une hausse de 8,7% des recettes ordinaires brutes, s’établissant à 367,8 milliards de dirhams (environ 36,8 milliards $) à fin décembre... (lien) 
27/01/2025 - Maroc : hausse de 8,7% des recettes ordinaires à fin décembre 2024",https://www.agenceecofin.com//a-la-une/recherche-article/articles?submit_x=0&submit_y=0&filterTousLesFils=Tous&filterCategories=Sous-rubrique&filterFrench=French&userSearch=1&testlimitstart=14
"10,4 millions de voyageurs à l’aéroport sud-africain du Cap en 2024 (+7%)",27/01/2025,"Avec 10,4 millions de passagers traités en 2024, l’aéroport de Cape Town en Afrique du Sud demeure parmi les plateformes les plus fréquentées du continent.
L’aéroport international de Cape Town a accueilli 10,4 millions de passagers en 2024 selon la presse locale qui cite l’ACSA (Airports Company South Africa), l’exploitant des principales plateformes aéroportuaires sud-africaines.... (lien) 
27/01/2025 - 10,4 millions de voyageurs à l’aéroport sud-africain du Cap en 2024 (+7%)",https://www.agenceecofin.com//a-la-une/recherche-article/articles?submit_x=0&submit_y=0&filterTousLesFils=Tous&filterCategories=Sous-rubrique&filterFrench=French&userSearch=1&testlimitstart=14
"Entre opportunités et pressions, le dilemme des majors pétrolières à l’ère Trump",27/01/2025,"Le retour de Donald Trump à la Maison-Blanche et sa décision de retirer les États-Unis de l’Accord de Paris offrent un cadre réglementaire plus souple aux compagnies pétrolières américaines. Si cette orientation leur permet d’accroître leur production, elle complique aussi leur position face aux investisseurs et aux régulations internationales qui poussent vers la transition... (lien) 
27/01/2025 - Entre opportunités et pressions, le dilemme des majors pétrolières à l’ère Trump",https://www.agenceecofin.com//a-la-une/recherche-article/articles?submit_x=0&submit_y=0&filterTousLesFils=Tous&filterCategories=Sous-rubrique&filterFrench=French&userSearch=1&testlimitstart=14
Retrait des USA de l’accord sur la taxation des multinationales : des risques pour l’Afrique (rapport),27/01/2025,"L’impôt minimal mondial de 15% sur les multinationales est entré en vigueur le 1er janvier 2024 dans plus de 30 pays développés, dont des paradis fiscaux comme le Luxembourg et la Suisse. Les Etats-Unis font partie des signataires de l’accord, mais ne l’ont pas ratifié sous la présidence de Joe Biden.  
La décision du nouveau président des Etats-Unis, Donald Trump, de retirer... (lien) 
27/01/2025 - Retrait des USA de l’accord sur la taxation des multinationales : des risques pour l’Afrique (rapport)",https://www.agenceecofin.com//a-la-une/recherche-article/articles?submit_x=0&submit_y=0&filterTousLesFils=Tous&filterCategories=Sous-rubrique&filterFrench=French&userSearch=1&testlimitstart=14
Le Gabon et les USA veulent renforcer leur collaboration dans les domaines du numérique,27/01/2025,"Les Etats-Unis multiplient les partenariats dans le domaine du numérique en Afrique. Après la Côte d’Ivoire récemment, ils se tournent maintenant vers le Gabon.
Le Gabon et les Etats-Unis envisagent de renforcer leur coopération dans le domaine du numérique. C’est dans ce cadre que le ministre gabonais de l’Économie numérique et des Nouvelles technologies de l’information,... (lien) 
27/01/2025 - Le Gabon et les USA veulent renforcer leur collaboration dans les domaines du numérique",https://www.agenceecofin.com//a-la-une/recherche-article/articles?submit_x=0&submit_y=0&filterTousLesFils=Tous&filterCategories=Sous-rubrique&filterFrench=French&userSearch=1&testlimitstart=21
Husk Power signe son entrée en RDC avec un appui de 500 000 $ d’Acumen,27/01/2025,"L’électrification progresse lentement en RDC avec une hausse annuelle moyenne du taux d'accès de seulement 0,7% entre 2010 et 2022 selon la Banque Mondiale. Les solutions solaires décentralisées, plus souples et faciles à développer que les projets à grande échelle, peuvent aider à accélérer le processus.
Au sommet africain de l’énergie « Mission 300 » qui se tient... (lien) 
27/01/2025 - Husk Power signe son entrée en RDC avec un appui de 500 000 $ d’Acumen",https://www.agenceecofin.com//a-la-une/recherche-article/articles?submit_x=0&submit_y=0&filterTousLesFils=Tous&filterCategories=Sous-rubrique&filterFrench=French&userSearch=1&testlimitstart=21
Cybersécurité en Afrique : transformer les défis en opportunités,27/01/2025,"L’Afrique, en pleine transformation numérique, est confrontée à une hausse inquiétante des cybermenaces. Malgré des progrès, le continent reste vulnérable face aux attaques, révélant l’urgence de renforcer les capacités en cybersécurité pour transformer ces défis en opportunités de développement. 
L'Afrique est l’une des régions du monde les moins préparées à faire... (lien) 
27/01/2025 - Cybersécurité en Afrique : transformer les défis en opportunités",https://www.agenceecofin.com//a-la-une/recherche-article/articles?submit_x=0&submit_y=0&filterTousLesFils=Tous&filterCategories=Sous-rubrique&filterFrench=French&userSearch=1&testlimitstart=21
Le projet « Autoroutes du Solaire » va électrifier les infrastructures routières au Sénégal,27/01/2025,"Le Sénégal accélère sa transition énergétique avec le programme « Autoroutes du Solaire », un projet qui pourrait transformer les infrastructures routières nationales en catalyseurs du renouvelable.
Autoroutes du Sénégal (ADS SA) et l’Agence Nationale pour les Énergies Renouvelables (ANER) ont acté un partenariat pour développer le programme « Autoroutes du... (lien) 
27/01/2025 - Le projet « Autoroutes du Solaire » va électrifier les infrastructures routières au Sénégal",https://www.agenceecofin.com//a-la-une/recherche-article/articles?submit_x=0&submit_y=0&filterTousLesFils=Tous&filterCategories=Sous-rubrique&filterFrench=French&userSearch=1&testlimitstart=21
L’Angola prépare la cession de ses parts dans deux principales banques,27/01/2025,"Poursuivant son programme de privatisation lancé en 2019, le gouvernement angolais s’apprête à céder des parts stratégiques dans Standard Bank et Banco de Fomento ainsi que dans la société de télécoms Unitel. L’initiative vise à attirer davantage de capitaux privés étrangers et à dynamiser le secteur des services financiers du pays.
L’Etat angolais prépare la cession de ses... (lien) 
27/01/2025 - L’Angola prépare la cession de ses parts dans deux principales banques",https://www.agenceecofin.com//a-la-une/recherche-article/articles?submit_x=0&submit_y=0&filterTousLesFils=Tous&filterCategories=Sous-rubrique&filterFrench=French&userSearch=1&testlimitstart=21
Le projet de pont route-rail Kinshasa-Brazzaville menace-t-il vraiment le port de Banana ?,27/01/2025,"Projet datant de l’époque du président Mobutu, le projet de pont-route-rail raccordant la République du Congo amorce une phase clé de son processus. Mais des acteurs s’inquiètent d’éventuelles conséquences sur le développement de l’industrie portuaire en RDC. Des craintes tempérées par les analystes.

Les derniers développements qu’a connus le projet de pont multimodal... (lien) 
27/01/2025 - Le projet de pont route-rail Kinshasa-Brazzaville menace-t-il vraiment le port de Banana ?",https://www.agenceecofin.com//a-la-une/recherche-article/articles?submit_x=0&submit_y=0&filterTousLesFils=Tous&filterCategories=Sous-rubrique&filterFrench=French&userSearch=1&testlimitstart=21
L’Égypte vise plus de 3 milliards $ d’exportations de prêt-à-porter en 2025,27/01/2025,"En Égypte, le secteur du textile et de l’habillement est l’un des plus développés d’Afrique avec ceux du Maroc et de la Tunisie. Dans le pays, l’industrie locale nourrit de grandes ambitions sur le segment de l’exportation dans les années à venir.
En Égypte, le Conseil des exportations de vêtements prêts-à-porter vise des recettes d’exportations de 3,3 milliards $ en... (lien) 
27/01/2025 - L’Égypte vise plus de 3 milliards $ d’exportations de prêt-à-porter en 2025",https://www.agenceecofin.com//a-la-une/recherche-article/articles?submit_x=0&submit_y=0&filterTousLesFils=Tous&filterCategories=Sous-rubrique&filterFrench=French&userSearch=1&testlimitstart=21
Sénégal : le projet de nouveau régulateur des médias confirmé par les autorités,27/01/2025,"En juin 2024, le ministre sénégalais de la Communication avait évoqué la création d’un nouvel organe de régulation des médias comme l’une des réformes importantes du secteur. Le projet vient d’être confirmé par l’actuel régulateur.
Les autorités sénégalaises confirment leur intention de créer un nouveau régulateur des médias. Le ministère de la Communication et le... (lien) 
27/01/2025 - Sénégal : le projet de nouveau régulateur des médias confirmé par les autorités",https://www.agenceecofin.com//a-la-une/recherche-article/articles?submit_x=0&submit_y=0&filterTousLesFils=Tous&filterCategories=Sous-rubrique&filterFrench=French&userSearch=1&testlimitstart=28
Le Maroc active 2 lignes de 400 kV pour la future centrale solaire de Midelt,27/01/2025,"De quoi renforcer l’infrastructure énergétique du royaume chérifien et confirmer son leadership en matière de renouvelable, ainsi que son ambition d’intégrer 52% d’énergies propres dans son mix d’ici 2030.
L’Office National de l’Électricité et de l’Eau Potable (ONEE) du Maroc a renforcé son réseau électrique avec la mise en service de 2 lignes à haute tension de 400 kV... (lien) 
27/01/2025 - Le Maroc active 2 lignes de 400 kV pour la future centrale solaire de Midelt",https://www.agenceecofin.com//a-la-une/recherche-article/articles?submit_x=0&submit_y=0&filterTousLesFils=Tous&filterCategories=Sous-rubrique&filterFrench=French&userSearch=1&testlimitstart=28
Gabon : une économie sous pression face à une crise d'accès aux financements,27/01/2025,"Les difficultés du Gabon montrent que gérer une crise économique exige des réformes structurelles profondes, dépassant les simples changements de dirigeants. La dépendance pétrolière, la dette croissante et la perte de confiance des investisseurs soulignent l'urgence d'actions durables et cohérentes.
Les défis de financement de l'Etat gabonais, dirigé par le militaire Brice Oligui... (lien) 
27/01/2025 - Gabon : une économie sous pression face à une crise d'accès aux financements",https://www.agenceecofin.com//a-la-une/recherche-article/articles?submit_x=0&submit_y=0&filterTousLesFils=Tous&filterCategories=Sous-rubrique&filterFrench=French&userSearch=1&testlimitstart=28
"Le Togo, point de transit pour la production d'or des pays voisins (ITIE)",27/01/2025,"L’Afrique de l’Ouest compte d’importants producteurs d’or comme le Burkina Faso, le Mali et le Ghana. Frontalier de certains de ces pays, le Togo est utilisé par des négociants comme point de transit pour l’exportation de centaines de millions de dollars d’or, notamment vers les Emirats arabes unis.
Les faibles taux de redevance appliqués au Togo encouragent l’entrée de l’or... (lien) 
27/01/2025 - Le Togo, point de transit pour la production d'or des pays voisins (ITIE)",https://www.agenceecofin.com//a-la-une/recherche-article/articles?submit_x=0&submit_y=0&filterTousLesFils=Tous&filterCategories=Sous-rubrique&filterFrench=French&userSearch=1&testlimitstart=28
Maroc : une centrale à gaz de 990 MW pour accroître l’autonomie énergétique,27/01/2025,"Les autorités marocaines intensifient leurs efforts pour sécuriser les besoins énergétiques du royaume en s’appuyant notamment sur une politique qui met l’accent sur l’exploitation du potentiel gazier.
Le Maroc devrait franchir un nouveau cap vers la consolidation de son autonomie énergétique grâce à l’installation d’une centrale électrique à gaz de 990 mégawatts... (lien) 
27/01/2025 - Maroc : une centrale à gaz de 990 MW pour accroître l’autonomie énergétique",https://www.agenceecofin.com//a-la-une/recherche-article/articles?submit_x=0&submit_y=0&filterTousLesFils=Tous&filterCategories=Sous-rubrique&filterFrench=French&userSearch=1&testlimitstart=28
Le Sénégal veut faire du satellite un atout de son New Deal Technologique,27/01/2025,"En Afrique, de nombreux pays s'engagent de plus en plus dans la création et le développement d'écosystèmes spatiaux pour stimuler leur économie numérique. Le Sénégal, à travers sa nouvelle stratégie de transformation numérique, mise également sur les technologies satellitaires.
Le Sénégal aspire à faire du secteur spatial un levier essentiel de sa stratégie de transformation... (lien) 
27/01/2025 - Le Sénégal veut faire du satellite un atout de son New Deal Technologique",https://www.agenceecofin.com//a-la-une/recherche-article/articles?submit_x=0&submit_y=0&filterTousLesFils=Tous&filterCategories=Sous-rubrique&filterFrench=French&userSearch=1&testlimitstart=28
Un programme de formation sur le journalisme environnemental en Afrique,27/01/2025,"Alors que les signes de la dégradation de l’environnement sont de plus en plus visibles, l’organisation Mongabay entend donner aux jeunes journalistes les compétences nécessaires pour dénoncer ce phénomène à travers des reportages.
Mongabay, une organisation médiatique indépendante spécialisée dans les questions environnementales, annonce l’ouverture des candidatures pour son... (lien) 
27/01/2025 - Un programme de formation sur le journalisme environnemental en Afrique",https://www.agenceecofin.com//a-la-une/recherche-article/articles?submit_x=0&submit_y=0&filterTousLesFils=Tous&filterCategories=Sous-rubrique&filterFrench=French&userSearch=1&testlimitstart=28
La BAD approuve un projet régional de gestion des produits chimiques et des déchets en Afrique,27/01/2025,"Le Conseil d’administration du Groupe de la Banque africaine de développement a approuvé une initiative novatrice visant à relever le défi posé par les produits chimiques dangereux, notamment les polluants organiques persistants (POP) et le mercure, dans onze pays les moins avancés d’Afrique.
Le projet « Accroître les investissements et le transfert de technologies pour... (lien) 
27/01/2025 - La BAD approuve un projet régional de gestion des produits chimiques et des déchets en Afrique",https://www.agenceecofin.com//a-la-une/recherche-article/articles?submit_x=0&submit_y=0&filterTousLesFils=Tous&filterCategories=Sous-rubrique&filterFrench=French&userSearch=1&testlimitstart=35
Journée internationale de l’énergie propre : la BAD promeut l’autonomisation des femmes,27/01/2025,"Lorsque Grace Akingurwaruh s’est inscrite pour devenir vendeuse de fourneaux améliorés à faible consommation de charbon, elle n’imaginait pas que son succès lui permettrait d’acheter son premier smartphone une aubaine qui lui permet de rester en contact régulier avec ses clients et de décrocher de nouveaux contrats.
Agricultrice à Hoima, en Ouganda, une localité située à quatre... (lien) 
27/01/2025 - Journée internationale de l’énergie propre : la BAD promeut l’autonomisation des femmes",https://www.agenceecofin.com//a-la-une/recherche-article/articles?submit_x=0&submit_y=0&filterTousLesFils=Tous&filterCategories=Sous-rubrique&filterFrench=French&userSearch=1&testlimitstart=35
Le Sénégal face aux effets pervers de l’interdiction d’exportation d’arachides,27/01/2025,"Au Sénégal, l’arachide est la principale source de devises étrangères du secteur agricole. Le système de commercialisation de l’oléagineux a été revu depuis quelques mois par le gouvernement pour protéger les acteurs locaux de l’industrie. 
Attendue sans accroc, la campagne de commercialisation 2024/2025 est désormais une source d’inquiétudes majeure tant pour les huiliers que... (lien) 
27/01/2025 - Le Sénégal face aux effets pervers de l’interdiction d’exportation d’arachides",https://www.agenceecofin.com//a-la-une/recherche-article/articles?submit_x=0&submit_y=0&filterTousLesFils=Tous&filterCategories=Sous-rubrique&filterFrench=French&userSearch=1&testlimitstart=35
"Tunisie : la ligne D (13,2 km) du réseau ferroviaire rapide du Grand Tunis mise en service",27/01/2025,"La ligne D nouvellement inaugurée du réseau ferroviaire rapide (RFR) du Grand Tunis fait partie des extensions prévues pour compléter ce chemin de fer reliant le centre-ville de la capitale tunisienne à ses banlieues.
La ligne D du réseau ferroviaire rapide (RFR) qui dessert la banlieue Ouest de Tunis jusqu’à Gobaa a été officiellement mise en service samedi par le ministre des... (lien) 
27/01/2025 - Tunisie : la ligne D (13,2 km) du réseau ferroviaire rapide du Grand Tunis mise en service",https://www.agenceecofin.com//a-la-une/recherche-article/articles?submit_x=0&submit_y=0&filterTousLesFils=Tous&filterCategories=Sous-rubrique&filterFrench=French&userSearch=1&testlimitstart=35
Enko Education : une levée de 24 millions $ pour élargir son réseau d’écoles en Afrique,27/01/2025,"Cofondé en 2013 par le Français Eric Pignot et le Camerounais Cyrille Nkontchou, le réseau d’écoles Enko Education, amorce une nouvelle phase d’expansion en Afrique subsaharienne. Soutenu notamment par Adiwale Partners, ce projet vise à répondre aux défis croissants dans le secteur éducatif.
Enko Education débute l’année 2025 avec une levée de 24 millions $, obtenue auprès... (lien) 
27/01/2025 - Enko Education : une levée de 24 millions $ pour élargir son réseau d’écoles en Afrique",https://www.agenceecofin.com//a-la-une/recherche-article/articles?submit_x=0&submit_y=0&filterTousLesFils=Tous&filterCategories=Sous-rubrique&filterFrench=French&userSearch=1&testlimitstart=35
